qa_id,source,path,category,question,A,B,C,D,answer,subject_id
training_2026,HAU,HAU/user16/4-1-2,combination,Which combination of actions is performed in this video?,"Mopping, Sweeping","Calling, Mopping","Sitting down, Sweeping","Calling, Sitting down",D,user16
training_2027,HAU,HAU/user16/4-1-3,combination,Which combination of actions is performed in this video?,"Running, Sitting down, Typing on a keyboard, Checking the time, Calling, Writing","Walking, Standing up, Checking the time, Writing, Reading, Brushing teeth","Running, Calling, Brushing teeth, Reading, Massaging oneself, Stirring","Sitting down, Stirring, Massaging oneself, Typing on a keyboard, Standing up, Walking",A,user16
training_2028,HAU,HAU/user16/5-1-1,combination,Which combination of actions is performed in this video?,"Wiping surface, Using a phone, Lying down","Squats, Wiping surface, Sitting down","Lying down, Listening to the music with headphones, Squats","Using a phone, Sitting down, Listening to the music with headphones",D,user16
training_2029,HAU,HAU/user16/5-1-2,combination,Which combination of actions is performed in this video?,"Washing face, Typing on a keyboard, Listening to the music with headphones","Using a phone, Listening to the music with headphones, Sitting down","Sitting down, Washing face, Taking medicine","Using a phone, Taking medicine, Typing on a keyboard",B,user16
training_2030,HAU,HAU/user16/5-1-3,combination,Which combination of actions is performed in this video?,"Jumping jacks, Listening to the music with headphones","Jumping jacks, Reading","Sitting down, Listening to the music with headphones","Reading, Sitting down",C,user16
training_2031,HAU,HAU/user16/5-2-1,combination,Which combination of actions is performed in this video?,"Watching TV, Eating, Typing on a keyboard","Wiping surface, Peeling fruit, Watching TV","Eating, Walking, Peeling fruit","Walking, Typing on a keyboard, Wiping surface",C,user16
training_2032,HAU,HAU/user16/5-2-2,combination,Which combination of actions is performed in this video?,"Walking, Eating, Peeling fruit","Massaging oneself, Washing dishes, Eating","Using a phone, Washing dishes, Walking","Using a phone, Massaging oneself, Peeling fruit",A,user16
training_2033,HAU,HAU/user16/5-2-3,combination,Which combination of actions is performed in this video?,"Combing hair, Undressing","Combing hair, Peeling fruit","Walking, Undressing","Peeling fruit, Walking",D,user16
training_2034,HAU,HAU/user16/5-3-1,combination,Which combination of actions is performed in this video?,"Drinking, Playing games, Grabbing utensils","Drinking, Checking body temperature, Combing hair","Combing hair, Playing games, Sitting down","Grabbing utensils, Sitting down, Checking body temperature",A,user16
training_2035,HAU,HAU/user16/5-3-2,combination,Which combination of actions is performed in this video?,"Massaging oneself, Drinking, Walking, Grabbing utensils","Drinking, Checking the time, Mopping, Lying down","Checking the time, Massaging oneself, Sitting down, Mopping","Sitting down, Walking, Grabbing utensils, Lying down",D,user16
training_2036,HAU,HAU/user16/5-3-3,combination,Which combination of actions is performed in this video?,"Sitting down, Typing on a keyboard, Drinking, Peeling fruit, Squats, Stirring, Washing dishes","Taking a selfie, Calling, Walking, Washing dishes, Checking the time, Typing on a keyboard, Lying down","Playing games, Checking the time, Grabbing utensils, Walking, Sitting down, Drinking, Lying down","Grabbing utensils, Calling, Playing games, Peeling fruit, Squats, Taking a selfie, Stirring",C,user16
training_2037,HAU,HAU/user16/6-1-1,combination,Which combination of actions is performed in this video?,"Calling, Listening to the music with headphones","Jumping jacks, Lying down","Calling, Lying down","Jumping jacks, Listening to the music with headphones",B,user16
training_2038,HAU,HAU/user16/6-1-2,combination,Which combination of actions is performed in this video?,"Washing face, Jumping jacks, Typing on a keyboard, Lying down","Jumping jacks, Lunges, Walking, Lying down","Walking, Washing face, Pouring, Stirring","Stirring, Pouring, Lunges, Typing on a keyboard",B,user16
training_2039,HAU,HAU/user16/6-1-3,combination,Which combination of actions is performed in this video?,"Jumping jacks, Lunges, Sweeping, Getting dressed","Lying down, Lunges, Walking, Jumping jacks","Getting dressed, Undressing, Checking body temperature, Walking","Lying down, Checking body temperature, Sweeping, Undressing",B,user16
training_2040,HAU,HAU/user16/6-2-1,combination,Which combination of actions is performed in this video?,"Checking body temperature, Sweeping, Using a phone, Checking the time, Wiping surface, Eating","Eating, Lunges, Wiping surface, Stirring, Turning a page, Mopping","Pouring, Turning a page, Using a phone, Checking body temperature, Stirring, Taking a selfie","Sweeping, Checking the time, Mopping, Lunges, Taking a selfie, Pouring",A,user16
training_2041,HAU,HAU/user16/6-2-2,combination,Which combination of actions is performed in this video?,"Drinking, Taking medicine","Taking medicine, Folding clothes","Drinking, Massaging oneself","Massaging oneself, Folding clothes",A,user16
training_2042,HAU,HAU/user16/6-2-3,combination,Which combination of actions is performed in this video?,"Taking medicine, Stretching, Walking","Stretching, Wiping surface, Drinking","Wiping surface, Eating, Walking","Eating, Drinking, Taking medicine",D,user16
training_2043,HAU,HAU/user16/7-1-1,combination,Which combination of actions is performed in this video?,"Wiping hands, Taking medicine","Massaging oneself, Taking medicine","Massaging oneself, Sitting down","Sitting down, Wiping hands",C,user16
training_2044,HAU,HAU/user16/7-1-2,combination,Which combination of actions is performed in this video?,"Wiping surface, Mopping","Sitting down, Mopping","Sitting down, Massaging oneself","Wiping surface, Massaging oneself",C,user16
training_2045,HAU,HAU/user16/7-1-3,combination,Which combination of actions is performed in this video?,"Sitting down, Massaging oneself","Standing up, Undressing","Standing up, Sitting down","Undressing, Massaging oneself",A,user16
training_2046,HAU,HAU/user16/7-2-1,combination,Which combination of actions is performed in this video?,"Lunges, Grabbing utensils","Pouring, Grabbing utensils","Pouring, Washing face","Lunges, Washing face",B,user16
training_2047,HAU,HAU/user16/7-2-2,combination,Which combination of actions is performed in this video?,"Grabbing utensils, Pouring, Stirring","Grabbing utensils, Running, Sweeping","Sweeping, Pouring, Drinking","Stirring, Running, Drinking",A,user16
training_2048,HAU,HAU/user16/7-2-3,combination,Which combination of actions is performed in this video?,"Eating, Pouring","Running, Pouring","Running, Checking the time","Checking the time, Eating",A,user16
training_2049,HAU,HAU/user16/7-3-1,combination,Which combination of actions is performed in this video?,"Peeling fruit, Checking the time","Typing on a keyboard, Peeling fruit","Sitting down, Checking the time","Typing on a keyboard, Sitting down",C,user16
training_2050,HAU,HAU/user16/7-3-2,combination,Which combination of actions is performed in this video?,"Taking medicine, Checking the time","Checking the time, Reading","Peeling fruit, Reading","Peeling fruit, Taking medicine",B,user16
training_2051,HAU,HAU/user16/7-3-3,combination,Which combination of actions is performed in this video?,"Checking the time, Taking a selfie","Taking a selfie, Using a phone","Reading, Checking the time","Using a phone, Reading",C,user16
training_2052,HAU,HAU/user17/1-1-1,combination,Which combination of actions is performed in this video?,"Combing hair, Wiping hands, Brushing teeth, Getting dressed","Checking the time, Combing hair, Reading, Getting dressed","Lunges, Checking the time, Folding clothes, Brushing teeth","Folding clothes, Lunges, Reading, Wiping hands",A,user17
training_2053,HAU,HAU/user17/1-1-2,combination,Which combination of actions is performed in this video?,"Combing hair, Brushing teeth, Wiping hands, Getting dressed","Standing up, Running, Checking body temperature, Brushing teeth","Playing games, Wiping hands, Running, Getting dressed","Playing games, Standing up, Checking body temperature, Combing hair",A,user17
training_2054,HAU,HAU/user17/1-1-3,combination,Which combination of actions is performed in this video?,"Wiping hands, Getting dressed, Combing hair, Brushing teeth","Jumping jacks, Massaging oneself, Getting dressed, Combing hair","Peeling fruit, Massaging oneself, Wiping hands, Sitting down","Brushing teeth, Sitting down, Jumping jacks, Peeling fruit",A,user17
training_2055,HAU,HAU/user17/1-2-1,combination,Which combination of actions is performed in this video?,"Sitting down, Pouring, Jumping jacks, Typing on a keyboard, Taking medicine, Playing games, Eating","Checking the time, Using a phone, Grabbing utensils, Walking, Taking a selfie, Pouring, Sitting down","Undressing, Jumping jacks, Taking a selfie, Typing on a keyboard, Turning a page, Grabbing utensils, Walking","Playing games, Taking medicine, Undressing, Using a phone, Eating, Turning a page, Checking the time",B,user17
training_2056,HAU,HAU/user17/1-2-2,combination,Which combination of actions is performed in this video?,"Checking the time, Grabbing utensils, Pouring, Sitting down, Eating","Stirring, Eating, Wiping hands, Grabbing utensils, Combing hair","Wiping surface, Peeling fruit, Checking the time, Combing hair, Sitting down","Peeling fruit, Pouring, Wiping surface, Stirring, Wiping hands",A,user17
training_2057,HAU,HAU/user17/1-2-3,combination,Which combination of actions is performed in this video?,"Eating, Walking, Grabbing utensils","Sitting down, Eating, Sweeping","Sitting down, Lunges, Grabbing utensils","Walking, Lunges, Sweeping",A,user17
training_2058,HAU,HAU/user17/2-1-1,combination,Which combination of actions is performed in this video?,"Pouring, Stirring, Grabbing utensils","Watching TV, Stirring, Washing face","Stretching, Grabbing utensils, Washing face","Pouring, Watching TV, Stretching",A,user17
training_2059,HAU,HAU/user17/2-1-2,combination,Which combination of actions is performed in this video?,"Stirring, Sitting down","Pouring, Stirring","Wiping surface, Sitting down","Pouring, Wiping surface",B,user17
training_2060,HAU,HAU/user17/2-1-3,combination,Which combination of actions is performed in this video?,"Stirring, Grabbing utensils, Pouring","Grabbing utensils, Turning a page, Stretching","Reading, Turning a page, Stirring","Pouring, Stretching, Reading",A,user17
training_2061,HAU,HAU/user17/2-2-1,combination,Which combination of actions is performed in this video?,"Peeling fruit, Checking body temperature, Jumping jacks, Drinking, Lying down, Washing dishes","Stirring, Eating, Grabbing utensils, Pouring, Checking body temperature, Peeling fruit","Washing dishes, Wiping surface, Pouring, Drinking, Grabbing utensils, Sitting down","Stirring, Jumping jacks, Wiping surface, Eating, Sitting down, Lying down",D,user17
training_2062,HAU,HAU/user17/2-2-2,combination,Which combination of actions is performed in this video?,"Writing, Eating, Stretching","Eating, Wiping surface, Stirring","Stretching, Taking a selfie, Wiping surface","Writing, Taking a selfie, Stirring",B,user17
training_2063,HAU,HAU/user17/2-2-3,combination,Which combination of actions is performed in this video?,"Getting dressed, Turning a page","Stirring, Turning a page","Getting dressed, Jumping jacks","Jumping jacks, Stirring",D,user17
training_2064,HAU,HAU/user17/3-1-1,combination,Which combination of actions is performed in this video?,"Sweeping, Turning a page, Running, Listening to the music with headphones","Mopping, Sweeping, Stretching, Running","Listening to the music with headphones, Drinking, Stretching, Washing face","Washing face, Turning a page, Drinking, Mopping",B,user17
training_2065,HAU,HAU/user17/3-1-2,combination,Which combination of actions is performed in this video?,"Grabbing utensils, Running","Washing face, Grabbing utensils","Washing face, Stretching","Stretching, Running",D,user17
training_2066,HAU,HAU/user17/3-1-3,combination,Which combination of actions is performed in this video?,"Washing face, Brushing teeth, Stretching","Brushing teeth, Running, Using a phone","Stretching, Sweeping, Running","Washing face, Using a phone, Sweeping",C,user17
training_2067,HAU,HAU/user17/3-2-1,combination,Which combination of actions is performed in this video?,"Sweeping, Mopping","Eating, Walking","Mopping, Walking","Eating, Sweeping",B,user17
training_2068,HAU,HAU/user17/3-2-2,combination,Which combination of actions is performed in this video?,"Washing dishes, Walking","Walking, Mopping","Squats, Washing dishes","Squats, Mopping",A,user17
training_2069,HAU,HAU/user17/3-2-3,combination,Which combination of actions is performed in this video?,"Typing on a keyboard, Eating, Using a phone","Combing hair, Washing dishes, Using a phone","Typing on a keyboard, Combing hair, Grabbing utensils","Eating, Grabbing utensils, Washing dishes",D,user17
training_2070,HAU,HAU/user17/3-3-1,combination,Which combination of actions is performed in this video?,"Wiping surface, Walking","Wiping surface, Typing on a keyboard","Squats, Walking","Typing on a keyboard, Squats",A,user17
training_2071,HAU,HAU/user17/3-3-2,combination,Which combination of actions is performed in this video?,"Washing dishes, Taking medicine","Wiping surface, Walking","Taking medicine, Wiping surface","Walking, Washing dishes",B,user17
training_2072,HAU,HAU/user17/3-3-3,combination,Which combination of actions is performed in this video?,"Sitting down, Walking","Lying down, Wiping surface","Walking, Wiping surface","Lying down, Sitting down",C,user17
training_2073,HAU,HAU/user17/4-1-1,combination,Which combination of actions is performed in this video?,"Reading, Sitting down, Checking the time, Walking","Massaging oneself, Walking, Calling, Sweeping","Typing on a keyboard, Sitting down, Calling, Reading","Sweeping, Massaging oneself, Typing on a keyboard, Checking the time",A,user17
training_2074,HAU,HAU/user17/4-1-2,combination,Which combination of actions is performed in this video?,"Lying down, Washing face, Sitting down, Using a phone, Reading, Typing on a keyboard, Pouring, Checking the time, Playing games","Squats, Washing face, Writing, Lying down, Turning a page, Standing up, Walking, Watching TV, Pouring","Playing games, Stretching, Writing, Typing on a keyboard, Using a phone, Checking body temperature, Watching TV, Turning a page, Taking medicine","Checking body temperature, Walking, Stretching, Squats, Reading, Sitting down, Checking the time, Taking medicine, Standing up",D,user17
training_2075,HAU,HAU/user17/4-1-3,combination,Which combination of actions is performed in this video?,"Reading, Checking body temperature, Standing up, Squats","Reading, Listening to the music with headphones, Wiping surface, Folding clothes","Standing up, Folding clothes, Turning a page, Squats","Checking body temperature, Wiping surface, Listening to the music with headphones, Turning a page",A,user17
training_2076,HAU,HAU/user17/5-1-1,combination,Which combination of actions is performed in this video?,"Undressing, Watching TV","Lying down, Undressing","Folding clothes, Lying down","Folding clothes, Watching TV",A,user17
training_2077,HAU,HAU/user17/5-1-2,combination,Which combination of actions is performed in this video?,"Wiping surface, Watching TV","Turning a page, Undressing","Undressing, Watching TV","Wiping surface, Turning a page",C,user17
training_2078,HAU,HAU/user17/5-1-3,combination,Which combination of actions is performed in this video?,"Undressing, Watching TV","Drinking, Playing games","Playing games, Undressing","Watching TV, Drinking",A,user17
training_2079,HAU,HAU/user17/5-2-1,combination,Which combination of actions is performed in this video?,"Combing hair, Playing games","Walking, Playing games","Walking, Pouring","Combing hair, Pouring",C,user17
training_2080,HAU,HAU/user17/5-2-2,combination,Which combination of actions is performed in this video?,"Playing games, Pouring","Pouring, Walking","Playing games, Turning a page","Walking, Turning a page",B,user17
training_2081,HAU,HAU/user17/5-2-3,combination,Which combination of actions is performed in this video?,"Eating, Stretching, Walking, Checking body temperature","Taking a selfie, Pouring, Mopping, Stretching","Taking a selfie, Stirring, Checking body temperature, Mopping","Walking, Eating, Stirring, Pouring",D,user17
training_2082,HAU,HAU/user17/5-3-1,combination,Which combination of actions is performed in this video?,"Sitting down, Checking body temperature","Grabbing utensils, Sitting down","Grabbing utensils, Taking a selfie","Taking a selfie, Checking body temperature",B,user17
training_2083,HAU,HAU/user17/5-3-2,combination,Which combination of actions is performed in this video?,"Stretching, Turning a page","Stretching, Grabbing utensils","Walking, Turning a page","Grabbing utensils, Walking",D,user17
training_2084,HAU,HAU/user17/5-3-3,combination,Which combination of actions is performed in this video?,"Brushing teeth, Standing up","Eating, Sitting down","Standing up, Eating","Brushing teeth, Sitting down",B,user17
training_2085,HAU,HAU/user17/6-1-1,combination,Which combination of actions is performed in this video?,"Eating, Undressing, Watching TV","Eating, Standing up, Walking","Watching TV, Standing up, Getting dressed","Undressing, Walking, Getting dressed",D,user17
training_2086,HAU,HAU/user17/6-1-2,combination,Which combination of actions is performed in this video?,"Undressing, Running","Folding clothes, Typing on a keyboard","Folding clothes, Undressing","Running, Typing on a keyboard",C,user17
training_2087,HAU,HAU/user17/6-1-3,combination,Which combination of actions is performed in this video?,"Running, Standing up","Getting dressed, Running","Getting dressed, Folding clothes","Standing up, Folding clothes",C,user17
training_2088,HAU,HAU/user17/6-3-1,combination,Which combination of actions is performed in this video?,"Typing on a keyboard, Stirring, Writing","Walking, Writing, Wiping surface","Sitting down, Typing on a keyboard, Walking","Sitting down, Wiping surface, Stirring",C,user17
training_2089,HAU,HAU/user17/6-3-2,combination,Which combination of actions is performed in this video?,"Walking, Checking the time, Typing on a keyboard, Sitting down","Writing, Typing on a keyboard, Sitting down, Massaging oneself","Writing, Checking the time, Squats, Running","Massaging oneself, Walking, Squats, Running",A,user17
training_2090,HAU,HAU/user17/6-3-3,combination,Which combination of actions is performed in this video?,"Checking the time, Typing on a keyboard, Walking, Sitting down","Washing face, Listening to the music with headphones, Walking, Standing up","Checking the time, Listening to the music with headphones, Writing, Sitting down","Washing face, Typing on a keyboard, Standing up, Writing",A,user17
training_2091,HAU,HAU/user17/7-1-1,combination,Which combination of actions is performed in this video?,"Turning a page, Checking body temperature","Listening to the music with headphones, Checking body temperature","Writing, Turning a page","Listening to the music with headphones, Writing",B,user17
training_2092,HAU,HAU/user17/7-1-2,combination,Which combination of actions is performed in this video?,"Lying down, Taking a selfie, Checking body temperature","Listening to the music with headphones, Sitting down, Checking body temperature","Checking the time, Sitting down, Lying down","Listening to the music with headphones, Taking a selfie, Checking the time",B,user17
training_2093,HAU,HAU/user17/7-1-3,combination,Which combination of actions is performed in this video?,"Standing up, Stirring","Listening to the music with headphones, Sitting down","Stirring, Listening to the music with headphones","Sitting down, Standing up",B,user17
training_2094,HAU,HAU/user17/7-2-1,combination,Which combination of actions is performed in this video?,"Peeling fruit, Eating","Squats, Combing hair","Peeling fruit, Squats","Combing hair, Eating",A,user17
training_2095,HAU,HAU/user17/7-2-2,combination,Which combination of actions is performed in this video?,"Peeling fruit, Turning a page, Lying down","Taking medicine, Eating, Lying down","Taking medicine, Wiping hands, Turning a page","Eating, Wiping hands, Peeling fruit",D,user17
training_2096,HAU,HAU/user17/7-2-3,combination,Which combination of actions is performed in this video?,"Taking a selfie, Wiping hands, Stretching","Wiping hands, Eating, Peeling fruit","Eating, Getting dressed, Taking a selfie","Getting dressed, Stretching, Peeling fruit",B,user17
training_2097,HAU,HAU/user18/1-1-1,combination,Which combination of actions is performed in this video?,"Using a phone, Brushing teeth","Wiping hands, Getting dressed","Brushing teeth, Wiping hands","Getting dressed, Using a phone",C,user18
training_2098,HAU,HAU/user18/1-1-2,combination,Which combination of actions is performed in this video?,"Wiping hands, Brushing teeth","Brushing teeth, Eating","Folding clothes, Wiping hands","Folding clothes, Eating",A,user18
training_2099,HAU,HAU/user18/1-1-3,combination,Which combination of actions is performed in this video?,"Brushing teeth, Using a phone","Using a phone, Lying down","Lying down, Wiping hands","Wiping hands, Brushing teeth",D,user18
training_2100,HAU,HAU/user18/1-2-1,combination,Which combination of actions is performed in this video?,"Lunges, Reading, Playing games, Sitting down","Walking, Lunges, Mopping, Lying down","Reading, Sitting down, Walking, Listening to the music with headphones","Playing games, Listening to the music with headphones, Mopping, Lying down",C,user18
training_2101,HAU,HAU/user18/1-2-2,combination,Which combination of actions is performed in this video?,"Squats, Playing games, Writing, Reading, Turning a page","Drinking, Walking, Turning a page, Squats, Sitting down","Writing, Taking a selfie, Drinking, Listening to the music with headphones, Playing games","Listening to the music with headphones, Sitting down, Taking a selfie, Walking, Reading",D,user18
training_2102,HAU,HAU/user18/1-2-3,combination,Which combination of actions is performed in this video?,"Stirring, Taking a selfie, Sitting down, Peeling fruit","Calling, Taking a selfie, Reading, Sitting down","Calling, Stirring, Listening to the music with headphones, Lunges","Reading, Peeling fruit, Listening to the music with headphones, Lunges",B,user18
training_2103,HAU,HAU/user18/2-1-1,combination,Which combination of actions is performed in this video?,"Pouring, Folding clothes","Turning a page, Pouring","Checking the time, Turning a page","Checking the time, Folding clothes",D,user18
training_2104,HAU,HAU/user18/2-1-2,combination,Which combination of actions is performed in this video?,"Combing hair, Washing dishes, Standing up, Calling, Folding clothes","Checking the time, Pouring, Washing dishes, Running, Standing up","Running, Pouring, Combing hair, Listening to the music with headphones, Sitting down","Checking the time, Calling, Folding clothes, Sitting down, Listening to the music with headphones",D,user18
training_2105,HAU,HAU/user18/2-1-3,combination,Which combination of actions is performed in this video?,"Peeling fruit, Calling, Sitting down","Folding clothes, Peeling fruit, Taking a selfie","Calling, Taking a selfie, Listening to the music with headphones","Listening to the music with headphones, Folding clothes, Sitting down",D,user18
training_2106,HAU,HAU/user18/2-2-1,combination,Which combination of actions is performed in this video?,"Playing games, Reading","Wiping surface, Walking","Playing games, Wiping surface","Reading, Walking",B,user18
training_2107,HAU,HAU/user18/2-2-2,combination,Which combination of actions is performed in this video?,"Checking body temperature, Walking","Playing games, Wiping surface","Walking, Wiping surface","Checking body temperature, Playing games",C,user18
training_2108,HAU,HAU/user18/2-2-3,combination,Which combination of actions is performed in this video?,"Walking, Wiping surface","Playing games, Using a phone","Wiping surface, Playing games","Walking, Using a phone",A,user18
training_2109,HAU,HAU/user18/3-1-1,combination,Which combination of actions is performed in this video?,"Getting dressed, Sweeping","Sweeping, Mopping","Checking body temperature, Getting dressed","Mopping, Checking body temperature",B,user18
training_2110,HAU,HAU/user18/3-1-2,combination,Which combination of actions is performed in this video?,"Grabbing utensils, Typing on a keyboard","Mopping, Sweeping","Mopping, Typing on a keyboard","Grabbing utensils, Sweeping",B,user18
training_2111,HAU,HAU/user18/3-1-3,combination,Which combination of actions is performed in this video?,"Squats, Sweeping","Brushing teeth, Mopping","Mopping, Sweeping","Squats, Brushing teeth",C,user18
training_2112,HAU,HAU/user18/3-2-1,combination,Which combination of actions is performed in this video?,"Lunges, Checking body temperature","Checking body temperature, Stirring","Stirring, Pouring","Lunges, Pouring",C,user18
training_2113,HAU,HAU/user18/3-2-2,combination,Which combination of actions is performed in this video?,"Checking the time, Brushing teeth","Stirring, Washing dishes","Brushing teeth, Washing dishes","Stirring, Checking the time",B,user18
training_2114,HAU,HAU/user18/3-2-3,combination,Which combination of actions is performed in this video?,"Pouring, Turning a page, Washing face","Washing face, Stirring, Jumping jacks","Turning a page, Jumping jacks, Washing dishes","Washing dishes, Stirring, Pouring",D,user18
training_2115,HAU,HAU/user18/3-3-1,combination,Which combination of actions is performed in this video?,"Lunges, Wiping surface","Using a phone, Walking","Wiping surface, Walking","Lunges, Using a phone",C,user18
training_2116,HAU,HAU/user18/3-3-2,combination,Which combination of actions is performed in this video?,"Stretching, Sweeping","Walking, Wiping surface","Walking, Sweeping","Stretching, Wiping surface",B,user18
training_2117,HAU,HAU/user18/3-3-3,combination,Which combination of actions is performed in this video?,"Sitting down, Wiping surface, Drinking","Grabbing utensils, Walking, Sitting down","Grabbing utensils, Sitting down, Drinking","Wiping surface, Walking, Sitting down",D,user18
training_2118,HAU,HAU/user18/4-1-1,combination,Which combination of actions is performed in this video?,"Turning a page, Listening to the music with headphones, Sitting down, Writing, Reading","Listening to the music with headphones, Typing on a keyboard, Turning a page, Pouring, Checking the time","Typing on a keyboard, Wiping hands, Checking body temperature, Checking the time, Sitting down","Checking body temperature, Writing, Wiping hands, Reading, Pouring",A,user18
training_2119,HAU,HAU/user18/4-1-2,combination,Which combination of actions is performed in this video?,"Writing, Grabbing utensils","Turning a page, Writing","Grabbing utensils, Taking a selfie","Turning a page, Taking a selfie",B,user18
training_2120,HAU,HAU/user18/4-1-3,combination,Which combination of actions is performed in this video?,"Combing hair, Writing, Reading","Turning a page, Reading, Listening to the music with headphones","Listening to the music with headphones, Getting dressed, Writing","Combing hair, Turning a page, Getting dressed",B,user18
training_2121,HAU,HAU/user18/4-2-1,combination,Which combination of actions is performed in this video?,"Brushing teeth, Walking","Stirring, Stretching","Stirring, Walking","Stretching, Brushing teeth",C,user18
training_2122,HAU,HAU/user18/4-2-2,combination,Which combination of actions is performed in this video?,"Sweeping, Walking, Grabbing utensils, Drinking","Drinking, Sweeping, Stirring, Wiping hands","Peeling fruit, Stirring, Pouring, Walking","Pouring, Wiping hands, Peeling fruit, Grabbing utensils",C,user18
training_2123,HAU,HAU/user18/4-2-3,combination,Which combination of actions is performed in this video?,"Eating, Checking body temperature, Pouring, Using a phone","Peeling fruit, Walking, Stirring, Pouring","Using a phone, Peeling fruit, Drinking, Eating","Stirring, Drinking, Walking, Checking body temperature",B,user18
training_2124,HAU,HAU/user18/5-1-1,combination,Which combination of actions is performed in this video?,"Stretching, Running, Reading, Mopping, Walking, Writing, Getting dressed","Typing on a keyboard, Checking the time, Running, Stretching, Lunges, Standing up, Sitting down","Checking the time, Sitting down, Writing, Mopping, Wiping hands, Undressing, Typing on a keyboard","Standing up, Reading, Undressing, Walking, Wiping hands, Getting dressed, Lunges",B,user18
training_2125,HAU,HAU/user18/5-1-2,combination,Which combination of actions is performed in this video?,"Running, Sitting down, Lunges, Stretching, Standing up, Checking the time, Typing on a keyboard","Typing on a keyboard, Writing, Combing hair, Calling, Checking the time, Grabbing utensils, Drinking","Undressing, Grabbing utensils, Stretching, Turning a page, Standing up, Running, Writing","Undressing, Lunges, Combing hair, Turning a page, Calling, Drinking, Sitting down",A,user18
training_2126,HAU,HAU/user18/5-1-3,combination,Which combination of actions is performed in this video?,"Lying down, Sitting down, Running, Squats, Writing, Taking medicine","Standing up, Checking the time, Lunges, Running, Typing on a keyboard, Sitting down","Lunges, Writing, Squats, Stretching, Listening to the music with headphones, Typing on a keyboard","Stretching, Standing up, Taking medicine, Listening to the music with headphones, Checking the time, Lying down",B,user18
training_2127,HAU,HAU/user18/6-1-1,combination,Which combination of actions is performed in this video?,"Standing up, Drinking","Washing face, Getting dressed","Standing up, Washing face","Squats, Getting dressed",D,user18
training_2128,HAU,HAU/user18/6-1-2,combination,Which combination of actions is performed in this video?,"Squats, Stretching, Undressing, Getting dressed","Jumping jacks, Undressing, Drinking, Stirring","Drinking, Sitting down, Stirring, Getting dressed","Sitting down, Stretching, Jumping jacks, Squats",A,user18
training_2129,HAU,HAU/user18/6-1-3,combination,Which combination of actions is performed in this video?,"Squats, Stretching, Undressing, Getting dressed","Taking a selfie, Turning a page, Using a phone, Squats","Mopping, Getting dressed, Undressing, Turning a page","Mopping, Using a phone, Stretching, Taking a selfie",A,user18
training_2130,HAU,HAU/user18/6-2-1,combination,Which combination of actions is performed in this video?,"Peeling fruit, Jumping jacks, Undressing, Walking, Standing up, Writing","Stretching, Drinking, Checking the time, Turning a page, Jumping jacks, Standing up","Taking medicine, Undressing, Peeling fruit, Drinking, Listening to the music with headphones, Checking the time","Writing, Taking medicine, Walking, Turning a page, Stretching, Listening to the music with headphones",B,user18
training_2131,HAU,HAU/user18/6-2-2,combination,Which combination of actions is performed in this video?,"Jumping jacks, Squats, Checking body temperature, Calling","Standing up, Peeling fruit, Jumping jacks, Writing","Calling, Peeling fruit, Standing up, Wiping surface","Wiping surface, Checking body temperature, Squats, Writing",B,user18
training_2132,HAU,HAU/user18/6-2-3,combination,Which combination of actions is performed in this video?,"Stretching, Jumping jacks, Turning a page, Peeling fruit, Walking, Writing, Checking the time, Standing up","Undressing, Peeling fruit, Drinking, Taking medicine, Massaging oneself, Jumping jacks, Walking, Listening to the music with headphones","Undressing, Taking medicine, Taking a selfie, Drinking, Stretching, Running, Standing up, Getting dressed","Taking a selfie, Checking the time, Writing, Getting dressed, Massaging oneself, Running, Listening to the music with headphones, Turning a page",A,user18
training_2133,HAU,HAU/user18/7-1-1,combination,Which combination of actions is performed in this video?,"Checking body temperature, Massaging oneself, Brushing teeth, Taking medicine, Wiping hands, Getting dressed, Undressing","Washing dishes, Grabbing utensils, Sitting down, Massaging oneself, Eating, Combing hair, Undressing","Sitting down, Getting dressed, Combing hair, Eating, Wiping hands, Washing face, Drinking","Brushing teeth, Drinking, Washing face, Washing dishes, Checking body temperature, Taking medicine, Grabbing utensils",A,user18
training_2134,HAU,HAU/user18/7-1-2,combination,Which combination of actions is performed in this video?,"Drinking, Wiping hands, Playing games, Stretching, Undressing","Massaging oneself, Undressing, Wiping hands, Checking body temperature, Washing face","Getting dressed, Massaging oneself, Drinking, Stretching, Peeling fruit","Playing games, Getting dressed, Peeling fruit, Washing face, Checking body temperature",B,user18
training_2135,HAU,HAU/user18/7-1-3,combination,Which combination of actions is performed in this video?,"Checking body temperature, Washing face, Getting dressed, Massaging oneself, Undressing, Wiping hands","Mopping, Massaging oneself, Walking, Listening to the music with headphones, Checking body temperature, Brushing teeth","Washing face, Using a phone, Listening to the music with headphones, Undressing, Walking, Stretching","Wiping hands, Brushing teeth, Getting dressed, Using a phone, Stretching, Mopping",A,user18
training_2136,HAU,HAU/user18/7-2-1,combination,Which combination of actions is performed in this video?,"Undressing, Pouring","Undressing, Typing on a keyboard","Peeling fruit, Pouring","Peeling fruit, Typing on a keyboard",C,user18
